#,NAME,PX,ELONG,ELAT,PMELONG,PMELAT,Gl,Gb,ZZ,XX,YY,ASSOC,DISC.,PSR,NGLT,AGE,
,,(mas),(deg),(deg),(mas/yr),(mas/yr),(deg),(deg),(kpc),(kpc),(kpc),,DATE,TYPE,,(Yr),
2381,J1919+1745,*,294.875,39.485,*,*,51.897,1.987,0.14,3.22,5.98,*,2009,RRAT,*,1.93E+07,
2382,J1920-0950,*,290.402,12.184,*,*,27.417,-10.977,-1.18,2.8,3.11,*,2012,*,*,4.19E+07,
2383,J1920+1040,*,293.75,32.462,*,*,45.784,-1.59,-0.28,7.27,1.42,*,2004,*,*,5.42E+06,
2384,J1920+1110,*,293.646,32.991,*,*,46.152,-1.199,-0.13,4.42,4.25,*,2002,*,*,5.18E+07,
2385,B1918+26,*,297.574,48.372,*,*,60.068,6.027,0.18,1.48,7.65,*,1985,*,*,3.62E+08,
2386,J1921+0137,*,292.304,23.499,*,*,37.825,-5.938,-0.53,3.1,4.5,GRS:3FGL_J1921.2+0136[san16],2016,HE,*,2.04E+09,
2387,J1921-05,*,291.089,16.582,*,*,31.481,-9.034,-0.9,2.97,3.66,*,2019,*,*,*,
2388,J1921+0812,*,293.533,29.998,*,*,43.71,-2.934,-0.15,2,6.41,*,2006,*,*,6.22E+05,
2389,B1919+14,*,294.626,36.037,*,*,49.058,0.021,0,2.12,6.66,*,1974,*,*,1.75E+06,
2390,J1921+1544,*,295.042,37.417,*,*,50.35,0.609,0.1,6.96,2.73,*,2013,*,*,2.32E+06,
2391,J1921+16,*,294.869,37.707,*,*,50.494,0.896,0.08,4.13,5.1,*,2015,*,*,*,
2392,B1918+19,*,295.773,41.455,*,*,53.869,2.672,0.2,3.49,5.96,*,1973,*,*,1.45E+07,
2393,B1919+20,*,296.079,41.66,*,*,54.172,2.621,0.15,2.66,6.58,*,1975,*,*,2.41E+08,
2394,B1919+21,*,296.512,43.46,*,*,55.777,3.501,0.02,0.25,8.33,*,1968,*,*,1.57E+07,
2395,J1922+1131,*,294.47,33.23,*,*,46.762,-1.601,-0.29,7.64,1.32,*,2017,*,*,3.47E+08,
2396,J1922+1733,*,295.789,39.159,*,*,52.08,1.23,0.12,4.23,5.21,*,2013,*,*,2.80E+05,
2397,B1920+20,*,296.224,41.887,*,*,54.417,2.678,0.25,4.29,5.43,*,1975,*,*,2.86E+07,
2398,B1920+21,*,296.685,42.717,*,*,55.278,2.935,0.2,3.28,6.22,*,1973,*,*,2.09E+06,
2399,J1922+58,*,328.917,77.651,*,*,89.671,19.073,1.75,5.08,8.47,*,2014,*,*,*,
2400,B1921+17,*,295.757,38.702,*,*,51.707,0.965,0.07,3.12,6.03,*,1975,*,*,2.02E+08,
2401,J1923+2515,1.2,297.981,46.696,-9.74,-12.43,58.946,4.749,0.1,1.02,7.88,*,2013,*,*,6.28E+09,
2402,J1923+4243,*,305.933,63.588,*,*,74.715,12.643,1.02,4.4,7.3,*,2014,*,*,3.72E+06,
2403,J1924+1628,*,295.871,38.039,*,*,51.245,0.481,0.09,8.31,1.83,*,2015,*,*,*,
2404,J1924+1631,*,296.16,38.061,*,*,51.405,0.318,0.06,7.96,2.15,*,2013,*,*,1.28E+05,
2405,J1924+1639,*,295.932,38.228,*,*,51.422,0.562,0.05,3.96,5.34,*,2013,*,*,9.77E+05,
2406,J1924+17,*,295.995,38.563,*,*,51.715,0.733,0.14,8.37,1.9,*,2015,*,*,*,
2407,B1922+20,*,297.103,42.136,*,*,55.022,2.328,0.22,4.47,5.37,*,1975,*,*,1.80E+06,
2408,J1925-16,*,290.526,5.919,*,*,22.13,-14.537,-1.99,2.9,1.38,*,2011,RRAT,*,*,
2409,J1925+1720,*,296.512,38.834,*,*,52.179,0.59,0.05,4,5.4,GRS:3FGL_J1925.4+1727[lsb+17&sbc+19],2015,HE[sbc+19],*,1.15E+05,
2410,J1925+19,*,296.929,40.53,*,*,53.697,1.412,0.21,6.71,3.57,*,2013,*,*,*,
2411,B1923+04,*,294.138,26.173,*,*,40.98,-5.674,-0.49,3.26,4.75,*,1978,*,1,6.92E+06,
2412,J1926-0652,*,292.278,14.902,*,*,30.751,-10.936,-0.99,2.62,4.1,*,2019,*,*,5.93E+07,
2413,J1926+0737,*,294.759,29.217,*,*,43.739,-4.256,-0.65,6.01,2.22,*,2010,*,*,1.34E+07,
2414,J1926-1314,*,291.372,8.608,*,*,24.922,-13.763,-0.36,0.63,7.15,*,2013,*,*,2.11E+06,
2415,B1924+14,*,296.319,36.056,*,*,49.923,-1.039,-0.1,4.32,4.86,*,1974,*,*,9.56E+07,
2416,J1926+1613,*,296.411,37.705,*,*,51.252,-0.06,0,1.19,7.55,*,2015,*,*,*,
2417,B1924+16,*,296.776,38.254,3,-16,51.859,0.063,0.01,4.72,4.79,*,1974,*,*,5.11E+05,
2418,B1924+19,*,297.32,40.883,*,*,54.158,1.407,0.26,8.57,2.31,*,1975,*,*,1.49E+07,
2419,J1926+2016,*,297.502,41.668,*,*,54.851,1.802,0.19,4.86,5.08,*,2013,*,*,1.35E+06,
2420,J1927+0911,*,295.31,30.724,*,*,45.224,-3.705,-0.71,7.75,0.81,*,2006,*,*,7.24E+07,
2421,B1925+18,*,297.409,40.257,*,*,53.718,0.956,0.09,4.27,5.36,*,1975,*,*,6.59E+07,
2422,B1925+188,*,297.502,40.319,*,*,53.811,0.941,0.05,2.5,6.67,*,1975,*,*,2.11E+06,
2423,B1925+22,*,298.393,43.898,*,*,56.983,2.73,0.32,5.62,4.85,*,1975,*,*,2.94E+07,
2424,J1928+1443,*,296.692,36.14,*,*,50.178,-1.22,-0.07,2.37,6.53,*,2017,*,*,7.63E+07,
2425,J1928+15,*,296.871,36.618,*,*,50.64,-1.03,-0.1,4.45,4.85,*,2009,RRAT,*,*,
2426,J1928+1746,*,297.599,39.113,*,*,52.931,0.114,0.01,3.46,5.88,GRS:[sbc+19],2006,HE[sbc+19],*,8.26E+04,
2427,J1928+1923,*,297.821,40.728,*,*,54.281,1.016,0.19,8.58,2.33,*,2013,*,*,2.04E+06,
2428,J1929+00,*,294.232,22.011,*,*,37.687,-8.253,-0.18,0.76,7.51,*,1996,*,*,*,
2429,J1929+1357,*,296.831,35.346,*,*,49.633,-1.81,-0.15,3.63,5.41,*,2017,*,*,3.75E+06,
2430,J1929+16,*,297.426,37.688,*,*,51.747,-0.692,-0.01,0.6,8.03,*,2013,*,*,*,
2431,B1926+18,*,298.018,40.043,*,*,53.852,0.461,0.03,2.68,6.54,*,1975,*,*,8.19E+06,
2432,J1929+19,*,298.181,40.358,*,*,54.173,0.568,0.12,9.43,1.69,*,2013,*,*,*,
2433,J1929+1955,*,298.329,41.188,*,*,54.879,1.018,0.12,5.4,4.7,*,2013,*,*,1.60E+06,
2434,J1929+2121,*,298.652,42.606,*,*,56.117,1.751,0.08,2.2,7.02,*,2013,*,*,5.36E+06,
2435,J1929+3817,*,305.33,59.036,*,*,71.174,9.689,1.57,8.7,5.54,*,2018,*,*,2.12E+07,
2436,J1929+62,*,346.26,79.549,*,*,93.758,19.635,4.02,11.25,9.24,*,2014,*,*,*,
2437,B1927+13,*,296.919,34.63,*,*,49.124,-2.319,-0.26,4.79,4.35,*,1975,*,*,3.29E+06,
2438,J1930+14,*,297.08,35.348,*,*,49.764,-1.966,-0.2,4.53,4.67,*,2015,*,*,*,
2439,J1930+17,*,298.117,38.668,*,*,52.847,-0.481,-0.04,3.71,5.69,*,2013,*,*,*,
2440,J1930-1852,*,291.376,2.913,*,*,19.976,-16.873,-0.58,0.65,6.7,*,2015,*,*,1.63E+08,
2441,J1930+1852,*,298.42,40.104,*,*,54.096,0.265,0.03,5.67,4.4,SNR:G54.1+0.3&XRS,2002,HE,*,2.89E+03,
2442,J1931+1439,*,297.724,35.92,*,*,50.539,-2.005,-0.21,4.72,4.61,*,2015,*,*,4.45E+06,
2443,B1929+15,*,298.027,36.846,*,*,51.406,-1.599,-0.11,3.13,6,*,1974,*,*,9.93E+05,
2444,J1931+1952,*,299.121,41.014,*,*,55.134,0.451,0.08,7.89,3,*,2013,*,*,7.88E+07,
2445,J1931+30,*,302.486,51.475,*,*,64.506,5.674,0.39,3.57,6.8,*,1996,*,*,*,
2446,J1932-01,*,294.692,20.351,*,*,36.604,-9.592,-0.22,0.78,7.46,*,2017,*,*,*,
2447,B1929+10,2.77,297.054,32.292,*,*,47.382,-3.885,-0.02,0.23,8.29,*,1968,HE[yhh94],*,3.10E+06,
2448,J1932+1500,*,298.128,36.208,*,*,50.97,-2.071,-0.1,2.21,6.71,*,2017,*,*,6.44E+07,
2449,J1932+17,*,298.39,38.2,*,*,52.628,-0.947,-0.03,1.64,7.24,*,2015,*,*,*,
2450,J1932+1916,*,299.082,40.415,*,*,54.661,0.083,0,0,8.5,GRS:3FGL_J1932.2+1916,2013,NRAD,*,3.54E+04,
2451,B1929+20,*,299.314,41.47,*,*,55.575,0.639,0.06,4.12,5.67,*,1974,*,*,1.01E+06,
2452,B1930+22,*,299.963,43.414,*,*,57.356,1.554,0.3,9.17,2.62,GRS:[sbc+19],1975,HE[sbc+19],3,3.98E+04,
2453,J1932-3655,*,288.888,-14.976,*,*,2.072,-23.546,-2.68,0.22,2.34,*,1998,*,*,3.19E+07,
2454,J1933+0758,*,296.719,29.269,*,*,44.845,-5.565,-1.08,7.83,0.62,*,1996,*,*,3.18E+07,
2455,B1930+13,*,297.85,34.29,*,*,49.351,-3.127,-0.33,4.61,4.55,*,1975,*,*,4.62E+07,
2456,J1933+1726,*,298.917,38.572,*,*,53.179,-1.021,-0.07,3.26,6.06,*,2015,*,*,6.95E+09,
2457,B1931+24,*,301.054,45.559,*,*,59.478,2.394,0.19,3.99,6.15,*,1985,*,*,1.59E+06,
2458,J1933+53,*,322.331,72.758,*,*,85.531,15.742,0.68,2.41,8.31,*,2019,*,*,*,
2459,J1933-6211,*,283.962,-39.886,*,*,334.431,-28.632,-0.31,-0.25,7.99,*,2007,*,*,1.45E+10,
2460,J1934+19,*,299.513,40.062,*,*,54.609,-0.397,-0.02,2.54,6.7,*,2015,*,*,*,
2461,J1934+2352,*,301.18,44.79,*,*,58.966,1.814,0.39,10.45,2.21,*,2013,*,*,2.16E+04,
2462,J1934+5219,*,320.889,71.622,*,*,84.493,15.046,2,7.41,7.79,*,2014,*,*,1.07E+08,
2463,J1935+1159,*,298.143,33.127,*,*,48.613,-4.059,-0.6,6.3,2.95,*,2003,*,*,3.24E+07,
2464,B1933+16,0.22,299.334,37.31,*,*,52.436,-2.093,-0.14,2.93,6.25,*,1970,*,*,9.47E+05,
2465,J1935+1726,*,299.418,38.484,*,*,53.368,-1.374,-0.06,1.85,7.12,*,2013,*,*,*,
2466,B1933+17,*,299.629,38.769,*,*,53.691,-1.313,-0.11,3.91,5.63,*,1975,*,*,2.74E+07,
2467,J1935+2025,*,300.426,41.373,*,*,56.051,-0.053,0,3.82,5.93,*,2013,*,*,2.09E+04,
2468,J1935+2154,*,300.619,42.846,*,*,57.247,0.819,0,0,8.5,SGR_1935+2154&SNR:G57.2+0.8(?)[gae14],2014,AXP&NRAD,*,*,
2469,B1933+15,*,299.232,36.645,*,*,51.879,-2.465,-0.2,3.63,5.65,*,1974,*,*,3.79E+06,
2470,J1936+20,*,300.396,40.94,*,*,55.712,-0.323,-0.03,4.02,5.76,*,2015,*,*,*,
2471,J1936+21,*,300.89,42.087,*,*,56.814,0.164,0.02,6.81,4.04,*,2013,*,*,*,
2472,J1937-00,*,296.137,20.979,*,*,37.943,-10.288,-0.63,2.12,5.78,*,2013,*,*,*,
2473,J1937+1505,*,299.467,36.073,*,*,51.569,-2.981,-0.34,5.05,4.5,*,2004,*,*,8.11E+06,
2474,B1935+25,0.32,302.504,46.477,*,*,60.836,2.27,0.12,2.73,6.98,*,1985,*,1,4.95E+06,
2475,J1937+2950,*,304.283,50.404,*,*,64.504,4.115,0.54,6.73,5.29,*,2009,*,*,7.54E+06,
2476,J1938+0650,*,297.75,27.947,*,*,44.386,-7.101,-0.35,1.96,6.49,*,1995,*,*,3.13E+06,
2477,J1938+14,*,299.675,35.641,*,*,51.352,-3.391,-0.15,1.98,6.92,*,2016,*,*,*,
2478,J1938+2010,*,301.097,41.008,*,*,56.115,-0.672,-0.1,7.31,3.59,*,2013,*,*,3.20E+06,
2479,J1938+2012,*,301.267,41.013,*,*,56.205,-0.764,-0.08,5.24,5,*,2015,*,*,5.56E+10,
2480,J1938+2213,*,301.737,42.991,*,*,57.903,0.308,0.02,2.9,6.68,*,2003,*,*,6.20E+04,
2481,J1938+6604,*,8.603,80.117,*,*,97.946,20.03,1.16,3.15,8.94,*,2014,*,*,1.81E+10,
2482,J1939+10,*,298.975,31.729,*,*,47.993,-5.497,-0.34,2.63,6.14,*,1996,*,*,*,
2483,B1937+21,0.22,301.973,42.297,*,*,57.509,-0.29,-0.02,2.95,6.62,*,1982,HE[tst+01],*,2.35E+08,
2484,B1937+24,*,302.81,45.373,*,*,60.174,1.361,0.17,6.18,4.96,*,1986,*,*,5.60E+05,
2485,J1940+0239,*,297.603,23.674,*,*,40.945,-9.688,-0.95,3.63,4.32,*,2019,*,*,*,
2486,J1940+2245,*,302.594,43.402,*,*,58.629,0.127,0.02,6.9,4.29,*,2015,*,*,3.23E+05,
2487,J1940+2337,*,302.916,44.237,*,*,59.397,0.529,0.08,7.29,4.19,*,2013,*,*,1.13E+05,
2488,J1940-2403,*,292.838,-2.581,*,*,15.848,-21.007,-2.26,1.61,2.83,*,1998,*,*,*,
2489,J1941+01,*,297.811,22.778,*,*,40.357,-10.398,-4.51,15.92,-10.24,*,2016,*,*,*,
2490,J1941+0121,*,297.544,22.412,*,*,39.909,-10.434,-0.39,1.36,6.88,*,2013,*,*,1.80E+07,
2491,J1941+1026,*,299.569,31.311,*,*,48.004,-6.153,-0.85,5.89,3.2,*,1995,*,*,1.44E+07,
2492,J1941+1341,*,300.224,34.517,*,*,50.799,-4.468,-0.43,4.22,5.06,*,2006,*,*,7.15E+06,
2493,J1941+2525,*,303.761,45.932,*,*,61.037,1.263,0.25,9.77,3.09,*,2013,*,*,2.27E+05,
2494,B1937-26,*,292.614,-4.556,*,*,13.901,-21.824,-1.32,0.79,5.29,*,1978,*,*,6.68E+06,
2495,J1941+4320,*,313.548,62.972,*,*,76.846,9.864,1.12,6.25,7.04,*,2014,*,*,1.16E+07,
2496,J1942+0147,*,297.954,22.824,*,*,40.477,-10.472,-4.54,15.96,-10.2,*,2019,*,*,*,
2497,B1939+17,*,301.562,38.411,*,*,54.427,-2.68,-0.23,3.99,5.65,*,1975,*,*,1.09E+08,
2498,J1942+8106,*,75.796,74.124,*,*,113.371,24.825,1.46,2.9,9.75,*,2014,*,*,8.75E+07,
2499,J1943+0609,*,299.144,27.025,*,*,44.465,-8.641,-0.49,2.26,6.19,*,2001,*,*,1.52E+07,
2500,B1940-12,*,295.49,8.552,*,*,27.255,-17.158,-0.35,0.53,7.48,*,1978,*,*,9.31E+06,
2501,J1943+2210,*,303.27,42.676,*,*,58.439,-0.73,-0.09,5.77,4.96,*,2015,*,*,9.17E+09,
2502,J1944+0907,0.5,299.995,29.891,9.2,-25.1,47.16,-7.357,-0.16,0.89,7.68,*,2005,*,*,4.74E+09,
2503,J1944-10,*,296.05,10.836,*,*,29.535,-16.289,-0.36,0.61,7.43,*,2015,RRAT,*,*,
2504,B1941-17,*,294.731,3.397,*,*,22.314,-19.426,-1.37,1.48,4.91,*,1978,*,*,1.35E+07,
2505,B1942+17,*,302.364,38.477,*,*,54.902,-3.098,-0.26,3.99,5.7,*,1975,*,*,4.33E+07,
2506,J1944+2236,*,303.638,43.056,*,*,58.9,-0.663,-0.09,6.51,4.57,*,2012,*,*,7.68E+09,
2507,B1942-00,*,298.245,20.208,*,*,38.565,-12.317,-0.67,1.92,6.09,*,1978,*,*,3.10E+07,
2508,J1945+07,*,300.06,28.001,*,*,45.75,-8.631,-0.39,1.82,6.73,*,2013,*,*,*,
2509,B1943+18,*,302.868,39.047,*,*,55.588,-2.998,-0.38,6.06,4.35,*,1975,*,*,7.00E+07,
2510,J1946-1312,*,296.242,7.826,*,*,27.079,-18.184,-1.39,1.93,4.72,*,2009,*,*,3.92E+06,
2511,J1946+14,*,302.155,35.205,*,*,52.373,-5.191,-0.19,1.65,7.23,*,2016,*,*,*,
2512,B1944+17,*,303.109,38.513,*,*,55.326,-3.5,-0.02,0.25,8.33,*,1970,*,*,2.90E+08,
2513,J1946+2052,*,303.757,41.251,*,*,57.657,-1.975,-0.12,2.96,6.62,*,2018,*,*,2.92E+08,
2514,B1944+22,*,304.419,43.062,*,*,59.301,-1.07,-0.11,5.12,5.46,*,1975,*,*,2.38E+07,
2515,J1946+24,*,304.705,44.265,*,*,60.306,-0.376,-0.03,3.74,6.37,*,2009,RRAT,*,*,
2516,J1946+2535,*,305.542,45.796,*,*,61.809,0.283,0.04,7.32,4.57,*,2013,*,*,1.45E+06,
2517,J1946+2611,*,305.747,46.379,*,*,62.321,0.595,0.08,6.69,4.99,*,1995,*,*,3.14E+05,
2518,B1943-29,*,293.335,-7.929,*,*,11.108,-24.121,-1.28,0.55,5.71,*,1978,*,*,1.02E+07,
2519,J1946+3417,*,309.199,54.166,*,*,69.294,4.713,0.57,6.47,6.05,GRS:[sbc+19],2013,HE[sbc+19],*,1.61E+10,
2520,J1946-5403,*,288.117,-32.254,*,*,343.914,-29.552,-0.57,-0.28,7.54,GRS:3FGL_J1946.4-5403[aaa+15],2015,HE[ckr+15],*,*,
2521,J1947+0915,*,301.033,29.835,*,*,47.713,-8.073,-0.72,3.77,5.07,*,2001,*,*,4.91E+07,
2522,J1947+10,*,301.345,31.292,*,*,48.995,-7.309,-1.38,8.12,1.44,*,1996,*,*,*,
2523,J1947-18,*,295.331,2.137,*,*,21.541,-20.617,-0.39,0.38,7.54,*,2019,*,*,*,
2524,J1947+1957,*,303.797,40.295,*,*,56.987,-2.658,-0.31,5.67,4.82,*,2013,*,1,4.78E+06,
2525,J1947-4215,*,290.888,-20.733,*,*,357.183,-27.712,-1.02,-0.1,6.55,*,1998,*,*,*,
2526,J1947-43,*,290.715,-21.465,*,*,356.35,-27.855,-0.76,-0.09,7.07,*,2015,*,*,*,
2527,J1948+2333,*,305.277,43.73,*,*,60.214,-1.045,-0.15,6.99,4.5,*,2017,*,*,6.17E+05,
2528,J1948+2551,*,306.101,45.968,*,*,62.207,0.131,0.02,7.7,4.44,*,2013,*,*,3.45E+05,
2529,B1946+35,*,310.619,55.352,*,*,70.702,5.047,0.67,7.19,5.98,*,1970,*,*,1.61E+06,
2530,J1949+2306,*,305.371,43.262,*,*,59.931,-1.423,-0.2,7.02,4.44,*,2013,*,*,1.70E+08,
2531,B1946-25,*,294.598,-4.267,*,*,15.26,-23.38,-0.42,0.25,7.57,*,1978,*,*,4.64E+06,
2532,J1949+3106,*,308.657,50.931,*,*,66.858,2.554,0.33,6.86,5.57,*,2012,*,*,2.22E+09,
2533,J1949+3426,*,310.222,54.135,*,*,69.72,4.288,0.92,11.53,4.24,*,2019,*,*,3.04E+07,
2534,J1950+05,*,301.051,26.082,*,*,44.857,-10.552,-0.72,2.73,5.75,*,1996,*,*,*,
2535,J1950+2414,*,306.27,44.264,*,*,61.098,-1.169,-0.15,6.36,4.99,*,2015,*,*,3.61E+09,
2536,J1951+1123,*,302.505,31.748,*,*,50.003,-7.738,-0.2,1.15,7.54,*,1995,*,*,2.66E+07,
2537,B1949+14,*,303.503,34.362,*,*,52.509,-6.576,-0.18,1.25,7.54,*,1986,*,*,3.40E+07,
2538,J1952+2630,*,307.697,46.331,*,*,63.254,-0.376,-0.07,8.96,3.99,*,2011,*,*,7.69E+07,
2539,J1952+30,*,308.967,49.721,*,*,66.184,1.529,0.2,6.86,5.47,*,2018,*,*,*,
2540,B1951+32,*,310.649,52.406,*,*,68.765,2.823,0.15,2.79,7.41,SNR:CTB80&GRS:2FGL_J1953.0+3253[naa+12],1988,HE[sof95&aaa+10m],5,1.07E+05,
2541,J1953+1149,*,303.365,32.032,*,*,50.714,-8.083,-1.48,8.06,1.91,*,1995,*,*,4.71E+06,
2542,J1953+1846A,*,305.346,38.792,*,*,56.744,-4.563,-0.48,5,5.22,GC:M71,2007,*,*,*,
2543,J1953+2732,*,308.276,47.298,*,*,64.205,0.059,0.01,6.84,5.19,*,2013,*,*,1.19E+07,
2544,J1953+30,*,309.641,49.815,*,*,66.57,1.306,0.07,2.72,7.32,*,2017,*,*,*,
2545,J1954+1021,*,303.211,30.548,*,*,49.523,-8.995,-0.67,3.22,5.76,*,2018,*,*,1.92E+07,
2546,J1954+2407,*,307.221,43.946,*,*,61.367,-1.872,-0.14,3.67,6.5,*,2017,*,*,2.90E+06,
2547,J1954+2836,*,309.093,48.236,*,*,65.244,0.377,0.01,1.78,7.68,GRS:2FGL_J1954.3+2836[naa+12],2010,NRAD,*,6.94E+04,
2548,B1952+29,*,309.453,48.986,*,*,65.924,0.772,0.01,0.49,8.28,*,1970,*,*,3.95E+09,
2549,J1954+3852,*,314.5,57.988,*,*,74.043,5.699,0.46,4.47,7.22,*,2018,*,*,8.47E+05,
2550,J1954+4357,*,318.692,62.639,*,*,78.527,8.169,1.43,9.79,6.51,*,2014,*,*,9.98E+06,
2551,J1955+2527,*,308.331,45.107,*,*,62.74,-1.571,-0.22,7.27,4.75,*,2012,*,*,8.47E+09,
2552,B1953+29,*,309.691,48.685,-2.3,-3.7,65.839,0.443,0.05,5.75,5.92,*,1983,*,*,3.27E+09,
2553,B1953+50,*,327.046,68.799,*,*,84.793,11.553,0.44,2.14,8.31,*,1978,*,2,5.99E+06,
2554,J1955+6708,*,16.178,78.721,*,*,99.682,18.938,1.72,4.94,9.34,*,2014,*,*,1.08E+10,
2555,J1956+07,*,302.978,27.43,*,*,47.046,-10.947,-0.6,2.27,6.39,*,2016,*,*,*,
2556,J1956+0838,*,303.399,28.753,*,*,48.295,-10.331,-0.63,2.6,6.18,*,2001,*,*,2.19E+07,
2557,J1956-28,*,295.577,-6.983,*,*,13.222,-25.591,-1.61,0.77,5.23,*,2015,RRAT,*,*,
2558,J1957-00,*,301.556,20.276,*,*,40.644,-14.677,-0.45,1.12,7.19,*,2019,*,*,*,
2559,J1957+2516,*,308.747,44.832,*,*,62.769,-1.973,-0.09,2.36,7.28,*,2015,*,*,2.29E+09,
2560,J1957+2831,*,310.007,47.976,*,*,65.524,-0.225,-0.03,6.27,5.65,SNR:G65.1+0.6(?)[tl06],1998,*,3,1.57E+06,
2561,J1957+5033,*,327.261,68.227,*,*,84.584,11.013,0.26,1.33,8.37,GRS:2FGL_J1957.9+5033[naa+12],2010,NRAD,*,8.39E+05,
2562,J1958+2846,*,310.533,48.116,*,*,65.879,-0.353,-0.01,1.78,7.7,GRS:2FGL_J1958.6+2845[naa+12],2009,NRAD,*,2.17E+04,
2563,J1958+30,*,310.88,49.338,*,*,66.856,0.417,0.05,6.7,5.63,*,2018,*,*,*,
2564,J1958+56,*,338.872,73.206,*,*,90.216,14.012,1.05,4.21,8.52,*,2019,*,*,*,
2565,B1957+20,*,307.736,40.406,*,*,59.197,-4.697,-0.14,1.48,7.62,XRS:[hb07a]&GRS:2FGL_J1959.5+2047[naa+12,1988,HE[aaa+10g],*,1.51E+09,
2566,J1959+3620,*,314.769,55.229,*,*,72.444,3.442,0.65,10.36,5.22,*,2013,*,*,1.79E+08,
2567,J2000+29,*,311.055,48.253,*,*,66.232,-0.478,-0.06,6.16,5.79,*,2018,*,*,*,
2568,J2001+4258,*,320.107,61.243,*,*,78.277,6.643,0.43,3.66,7.74,*,2014,*,*,6.58E+05,
2569,J2002+1637,*,307.3,36.17,*,*,55.998,-7.517,-0.64,4.03,5.78,*,1995,*,*,1.95E+07,
2570,J2002+30,*,312.725,49.564,*,*,67.917,-0.187,-0.02,6.57,5.83,*,1996,*,*,*,
2571,B2000+32,*,313.292,51.241,*,*,69.261,0.879,0.1,6.04,6.21,*,1986,*,*,1.05E+05,
2572,B2000+40,*,318.904,59.189,-13,-3,76.611,5.288,0.59,6.19,7.03,*,1985,*,*,8.25E+06,
2573,J2004+2653,*,311.678,45.916,*,*,65.03,-2.527,-0.34,6.95,5.27,*,2017,*,*,1.86E+08,
2574,B2002+31,*,313.839,50.416,-5,-10,69.011,0.021,0,7.47,5.63,*,1970,*,*,4.49E+05,
2575,J2004+3429,*,315.357,53.127,*,*,71.425,1.571,0.3,10.21,5.07,*,2013,*,*,1.85E+04,
2576,J2005-0020,*,303.59,19.51,*,*,41.331,-16.629,-0.52,1.16,7.18,*,1996,*,*,1.41E+06,
2577,J2005+3547,*,316.289,54.311,*,*,72.581,2.18,0.52,12.93,4.44,*,2013,*,*,3.47E+07,
2578,J2005+3552,*,316.502,54.353,*,*,72.706,2.139,0.55,13.98,4.15,*,2013,*,*,1.63E+06,
2579,B2003-08,0.38,301.98,11.886,*,*,34.101,-20.304,-0.91,1.38,6.46,*,1978,*,*,2.00E+08,
2580,J2006+22,*,310.253,41.185,*,*,61.134,-5.415,-0.86,7.97,4.11,*,2019,*,*,*,
2581,J2006+3102,*,313.958,49.772,*,*,68.667,-0.53,-0.06,5.62,6.31,*,2013,*,*,1.04E+05,
2582,J2007+0809,*,306.103,27.7,*,*,49.18,-12.787,-0.67,2.24,6.56,*,2001,*,*,3.77E+07,
2583,J2007+0910,*,306.579,28.638,*,*,50.169,-12.433,-0.57,1.97,6.85,*,2005,*,*,2.19E+07,
2584,J2007+20,*,309.753,39.509,*,*,59.722,-6.407,-0.43,3.27,6.59,*,2015,RRAT,*,*,
2585,J2007+2722,*,312.585,46.227,*,*,65.713,-2.695,-0.33,6.46,5.58,*,2010,*,*,4.04E+08,
2586,J2007+3120,*,314.419,50.001,*,*,69.042,-0.535,-0.06,6.45,6.03,*,2013,*,*,6.18E+05,
2587,J2008+2513,*,312.075,44.082,*,*,64.055,-4.107,-0.29,3.61,6.74,*,1995,*,*,1.73E+06,
2588,J2009+3326,*,316.372,51.78,*,*,71.103,0.124,0.02,6.91,6.14,*,2006,*,*,1.55E+07,
2589,J2010-1323,0.51,301.924,6.491,*,*,29.446,-23.54,-0.78,0.88,6.93,*,2007,*,*,1.72E+10,
2590,J2010+2845,*,314.072,47.345,*,*,67.21,-2.472,-0.28,6.07,5.95,*,2013,*,*,9.87E+07,
2591,J2010+3230,*,316.056,50.858,*,*,70.391,-0.495,-0.11,12.27,4.13,*,2006,*,*,6.32E+06,
2592,J2011+3331,*,316.82,51.771,*,*,71.32,-0.049,-0.01,8.15,5.75,*,2006,*,*,8.27E+06,
2593,J2012-2029,*,300.854,-0.538,*,*,22.41,-26.701,-1.26,0.96,6.18,*,2013,*,*,1.57E+07,
2594,J2013-0649,*,304.009,12.774,*,*,36.171,-21.291,-3.48,5.27,1.29,*,2013,*,*,1.53E+07,
2595,J2013+3058,*,316.232,49.201,*,*,69.485,-1.886,-0.22,6.22,6.17,*,2013,*,*,2.88E+07,
2596,B2011+38,*,320.811,56.479,*,*,75.93,2.476,0.31,6.9,6.77,*,1985,*,*,4.12E+05,
2597,J2015+2524,*,314.133,43.807,*,*,65.027,-5.261,-0.08,0.79,8.13,*,1995,*,*,7.16E+07,
2598,J2016+1948,*,312.441,38.327,*,*,60.522,-8.675,-0.33,1.86,7.45,*,2003,*,*,2.57E+09,
2599,J2017+0603,0.4,308.261,25.044,2.18,-0.4,48.621,-16.026,-0.39,1.01,7.61,GRS:2FGL_J2017.3+0603[naa+12]&XRS:[pb15],2011,HE,*,5.74E+09,
2600,J2017-1614,*,302.953,3.349,*,*,27.314,-26.22,-0.64,0.59,7.35,GRS:3FGL_J2017.6-1616[san16],2016,HE,*,1.50E+10,
